SCL FW,SCL RW,SCL SW,SCL UF CHAS,SCD,SCD FW,SCD RW,SCD SW,SCD UF CHAS
1.1851,1.1801,0.3839,0.4142,1.6341,0.3033,0.6881,0.1206,0.1242
